year,ceremony,category,nominee,film,won
2007,Diosas de Plata,Best Cinematography,Martin Boege Paré,El violin,1
2008,Diosas de Plata,Best Picture,El violin,El violin,1
2008,Diosas de Plata,Best Director,Francisco Vargas,El violin,1
2008,Diosas de Plata,Best Actor,Angel Tavira,El violin,1
2008,Diosas de Plata,Best Actress,Dagoberto Gama,El violin,1
2008,Diosas de Plata,Best Supporting Actor,Mario Garibaldi,El violin,1
2008,Diosas de Plata,Best Supporting Actress,Fermín Martínez,El violin,1
2008,Diosas de Plata,Best Screenplay,Francisco Vargas,El violin,1
2008,Diosas de Plata,Best Cinematography,Martin Boege Paré,El violin,1
2009,Diosas de Plata,Best Picture,Sangre,Sangre,1
2009,Diosas de Plata,Best Director,Amat Escalante,Sangre,1
2009,Diosas de Plata,Best Actor,Marco Antonio Flores,Sangre,1
2009,Diosas de Plata,Best Actress,Claudia Orozco,Sangre,1
2009,Diosas de Plata,Best Supporting Actor,Gonzalo Vega,Sangre,1
2009,Diosas de Plata,Best Supporting Actress,Yolanda García Serrano,Sangre,1
2009,Diosas de Plata,Best Screenplay,Amat Escalante,Sangre,1
2009,Diosas de Plata,Best Cinematography,Matías Penachino,Sangre,1
2010,Diosas de Plata,Best Picture,Lake Tahoe,Lake Tahoe,1
2010,Diosas de Plata,Best Director,Fernando Eimbcke,Lake Tahoe,1
2010,Diosas de Plata,Best Actor,Diego Cataño,Lake Tahoe,1
2010,Diosas de Plata,Best Actress,Daniela Valentine,Lake Tahoe,1
2010,Diosas de Plata,Best Supporting Actor,Hector Herrera,Lake Tahoe,1
2010,Diosas de Plata,Best Supporting Actress,Yolanda Pérez,Lake Tahoe,1
2010,Diosas de Plata,Best Screenplay,Fernando Eimbcke,Lake Tahoe,1
2010,Diosas de Plata,Best Cinematography,María Secco,Lake Tahoe,1
2011,Diosas de Plata,Best Picture,Biutiful,Biutiful,1
2011,Diosas de Plata,Best Director,Alejandro González Iñárritu,Biutiful,1
2011,Diosas de Plata,Best Actor,Javier Bardem,Biutiful,1
2011,Diosas de Plata,Best Actress,Maricel Álvarez,Biutiful,1
2011,Diosas de Plata,Best Supporting Actor,Eduard Fernández,Biutiful,1
2011,Diosas de Plata,Best Supporting Actress,Ana Wagener,Biutiful,1
2011,Diosas de Plata,Best Screenplay,Alejandro González Iñárritu,Biutiful,1
2011,Diosas de Plata,Best Cinematography,Rodrigo Prieto,Biutiful,1
2012,Diosas de Plata,Best Picture,Miss Bala,Miss Bala,1
2012,Diosas de Plata,Best Director,Gerardo Naranjo,Miss Bala,1
2012,Diosas de Plata,Best Actor,Noe Hernandez,Miss Bala,1
2012,Diosas de Plata,Best Actress,Stephanie Sigman,Miss Bala,1
2012,Diosas de Plata,Best Supporting Actor,Jose Yenque,Miss Bala,1
2012,Diosas de Plata,Best Supporting Actress,Irene Azuela,El Estudiante,1
2012,Diosas de Plata,Best Screenplay,Gerardo Naranjo,Miss Bala,1
2012,Diosas de Plata,Best Cinematography,Matías Penachino,Miss Bala,1
2013,Diosas de Plata,Best Picture,No quiero dormir sola,No quiero dormir sola,1
2013,Diosas de Plata,Best Director,Natalia Beristáin,No quiero dormir sola,1
2013,Diosas de Plata,Best Actor,Noé Hernández,After Lucia,1
2013,Diosas de Plata,Best Actress,Cecilia Suárez,No quiero dormir sola,1
2013,Diosas de Plata,Best Supporting Actor,Alejandro Speitzer,After Lucia,1
2013,Diosas de Plata,Best Supporting Actress,Carmen Salinas,No quiero dormir sola,1
2013,Diosas de Plata,Best Screenplay,Natalia Beristáin,No quiero dormir sola,1
2013,Diosas de Plata,Best Cinematography,Diego Romero Suárez,No quiero dormir sola,1
2014,Diosas de Plata,Best Picture,Heli,Heli,1
2014,Diosas de Plata,Best Director,Amat Escalante,Heli,1
2014,Diosas de Plata,Best Actor,Armando Espitia,Heli,1
2014,Diosas de Plata,Best Actress,Andrea Vergara,Heli,1
2014,Diosas de Plata,Best Supporting Actor,Juan Eduardo Palacios,Heli,1
2014,Diosas de Plata,Best Supporting Actress,Linda González,Heli,1
2014,Diosas de Plata,Best Screenplay,Amat Escalante,Heli,1
2014,Diosas de Plata,Best Cinematography,Lorenzo Hagerman,Heli,1
2015,Diosas de Plata,Best Picture,Güeros,Güeros,1
2015,Diosas de Plata,Best Director,Alonso Ruizpalacios,Güeros,1
2015,Diosas de Plata,Best Actor,Tenoch Huerta,Güeros,1
2015,Diosas de Plata,Best Actress,Ilse Salas,Güeros,1
2015,Diosas de Plata,Best Supporting Actor,Leonardo Ortizgris,Güeros,1
2015,Diosas de Plata,Best Supporting Actress,Monica Dionne,Güeros,1
2015,Diosas de Plata,Best Screenplay,Alonso Ruizpalacios,Güeros,1
2015,Diosas de Plata,Best Cinematography,Damián García,Güeros,1
2016,Diosas de Plata,Best Picture,El amparo,El amparo,1
2016,Diosas de Plata,Best Director,Rober Calzadilla,El amparo,1
2016,Diosas de Plata,Best Actor,Damián Alcázar,El amparo,1
2016,Diosas de Plata,Best Actress,Andrea Vergara,El Cinco de Mayo: La Batalla,1
2016,Diosas de Plata,Best Supporting Actor,Silverio Palacios,El amparo,1
2016,Diosas de Plata,Best Supporting Actress,Dolores Heredia,El amparo,1
2016,Diosas de Plata,Best Screenplay,Rober Calzadilla,El amparo,1
2016,Diosas de Plata,Best Cinematography,Manuel Ojeda,El amparo,1
2017,Diosas de Plata,Best Picture,Sueño en otro idioma,Sueño en otro idioma,1
2017,Diosas de Plata,Best Director,Ernesto Contreras,Sueño en otro idioma,1
2017,Diosas de Plata,Best Actor,Eligio Meléndez,Sueño en otro idioma,1
2017,Diosas de Plata,Best Actress,Adriana Paz,Las Niñas,1
2017,Diosas de Plata,Best Supporting Actor,José Sefami,Sueño en otro idioma,1
2017,Diosas de Plata,Best Supporting Actress,Carmen Salinas,Quinceañera,1
2017,Diosas de Plata,Best Screenplay,Ernesto Contreras,Sueño en otro idioma,1
2017,Diosas de Plata,Best Cinematography,Tonatiuh Martínez,Sueño en otro idioma,1
2018,Diosas de Plata,Best Picture,Los Adioses,Los Adioses,1
2018,Diosas de Plata,Best Director,Natalia Beristáin,Los Adioses,1
2018,Diosas de Plata,Best Actor,Kuno Becker,Tiempo Compartido,1
2018,Diosas de Plata,Best Actress,Ana de la Reguera,Los Adioses,1
2018,Diosas de Plata,Best Supporting Actor,Silverio Palacios,Los Adioses,1
2018,Diosas de Plata,Best Supporting Actress,Daniela Schmidt,Los Adioses,1
2018,Diosas de Plata,Best Screenplay,Natalia Beristáin,Los Adioses,1
2018,Diosas de Plata,Best Cinematography,Tonatiuh Martínez,Los Adioses,1
2020,Diosas de Plata,Best Picture,Güeros,Güeros,1
2020,Diosas de Plata,Best Director,Alfonso Cuarón,Roma,1
2020,Diosas de Plata,Best Actor,Damián Alcázar,El Complot Mongol,1
2020,Diosas de Plata,Best Actress,Yalitza Aparicio,Roma,1
2020,Diosas de Plata,Best Supporting Actor,Jorge Antonio Guerrero,Roma,1
2020,Diosas de Plata,Best Supporting Actress,Marina de Tavira,Roma,1
2020,Diosas de Plata,Best Screenplay,Alfonso Cuarón,Roma,1
2020,Diosas de Plata,Best Cinematography,Alfonso Cuarón,Roma,1
2021,Diosas de Plata,Best Picture,Ya no estoy aquí,Ya no estoy aquí,1
2021,Diosas de Plata,Best Director,Fernando Frías de la Parra,Ya no estoy aquí,1
2021,Diosas de Plata,Best Actor,Juan Daniel García Treviño,Ya no estoy aquí,1
2021,Diosas de Plata,Best Actress,Cassandra Ciangherotti,Las Niñas Bien,1
2021,Diosas de Plata,Best Supporting Actor,Hoze Meléndez,Ya no estoy aquí,1
2021,Diosas de Plata,Best Supporting Actress,Ilse Salas,Las Niñas Bien,1
2021,Diosas de Plata,Best Screenplay,Fernando Frías de la Parra,Ya no estoy aquí,1
2021,Diosas de Plata,Best Cinematography,Nicolás Cantu,Ya no estoy aquí,1
2022,Diosas de Plata,Best Picture,Noche de Fuego,Noche de Fuego,1
2022,Diosas de Plata,Best Director,Tatiana Huezo,Noche de Fuego,1
2022,Diosas de Plata,Best Actor,Juan Pablo Olyslager,La Caja,1
2022,Diosas de Plata,Best Actress,Mayra Batalla,Noche de Fuego,1
2022,Diosas de Plata,Best Supporting Actor,Gustavo Sánchez Parra,El Planeta,1
2022,Diosas de Plata,Best Supporting Actress,Dolores Heredia,Noche de Fuego,1
2022,Diosas de Plata,Best Screenplay,Tatiana Huezo,Noche de Fuego,1
2022,Diosas de Plata,Best Cinematography,Dariela Ludlow,Noche de Fuego,1
2023,Diosas de Plata,Best Picture,Tótem,Tótem,1
2023,Diosas de Plata,Best Director,Lila Avilés,Tótem,1
2023,Diosas de Plata,Best Actor,Noé Hernández,El Resultado del Amor,1
2023,Diosas de Plata,Best Actress,Naíma Sentíes,Tótem,1
2023,Diosas de Plata,Best Supporting Actor,Mateo García Elizondo,Tótem,1
2023,Diosas de Plata,Best Supporting Actress,Montserrat Marañon,Tótem,1
2023,Diosas de Plata,Best Screenplay,Lila Avilés,Tótem,1
2023,Diosas de Plata,Best Cinematography,Diego Tenorio,Tótem,1
2024,Diosas de Plata,Best Picture,La Civil,La Civil,1
2024,Diosas de Plata,Best Director,Teodora Ana Mihai,La Civil,1
2024,Diosas de Plata,Best Actor,Enrique Arreola,El Norte sobre el Vacío,1
2024,Diosas de Plata,Best Actress,Arcelia Ramírez,La Civil,1
2024,Diosas de Plata,Best Supporting Actor,Tenoch Huerta,La Civil,1
2024,Diosas de Plata,Best Supporting Actress,Mónica del Carmen,La Civil,1
2024,Diosas de Plata,Best Screenplay,Teodora Ana Mihai,La Civil,1
2024,Diosas de Plata,Best Cinematography,Nicolás Karakatsanis,La Civil,1
2024,Diosas de Plata,Best Editing,Nico Leunen,La Civil,1
