award_show,category,year,winner,film,notes
Nigar Awards,Best Music,1975,M Ashraf,Mera Naam Hai Mohabbat,For Urdu films
Nigar Awards,Best Lyrics,1975,Masroor Anwar,Pehchan,For Urdu films
Nigar Awards,Best Cinematographer,1975,Babar Bilal,Aik Gunnah Aur Sahi,For Urdu films
Nigar Awards,Best Female Singer,1975,Naheed Akhtar,Pehchan,For Urdu films
Nigar Awards,Best Male Singer,1975,Mehdi Hassan,Zeenat,For Urdu films
Nigar Awards,Best Editor,1975,Javed Tahir,Mera Naam Hai Mohabbat,For Urdu films
Nigar Awards,Best Art Director,1975,Islam Shahabi,Aik Gunnah Aur Sahi,For Urdu films
Nigar Awards,Best Sound,1975,A.Z. Baig,Zeenat,For Urdu films
Nigar Awards,Best Comedian,1975,Munawar Zarif,,For Urdu films
Nigar Awards,Special Award,1975,Sabiha Khanum,Aik Gunnah Aur Sahi,For Urdu films
Nigar Awards,Special Award,1975,Babra Sharif,Mera Naam Hai Mohabbat,For Urdu films
Nigar Awards,Special Award,1975,Ghulam Mohiuddin,,For Urdu films
Nigar Awards,Best Film,1975,,Wehshi Jatt,For Punjabi films
Nigar Awards,Best Director,1975,Hasan Askari,Wehshi Jatt,For Punjabi films
Nigar Awards,Best Script,1975,Ahmad Nadeem Qasmi,Wehshi Jatt,For Punjabi films
Nigar Awards,Best Actor,1975,Sultan Rahi,Wehshi Jatt,For Punjabi films
Nigar Awards,Best Actress,1975,Mumtaz,Jadoo,For Punjabi films
Nigar Awards,Best Cinematographer,1975,Irshad Ahmed,Wehshi Jatt,For Punjabi films
Nigar Awards,Best Music,1975,Master Inayat Hussain,Jadoo,For Punjabi films
Nigar Awards,Best Film,1976,,Aaj Aur Kal,For Urdu films
Nigar Awards,Best Director,1976,S. Suleman,,For Urdu films
Nigar Awards,Best script writer,1976,Nazir Ajmeri,,For Urdu films
Nigar Awards,Best screenplay,1976,Bashir Niaz,,For Urdu films
Nigar Awards,Best actor,1976,Shahid,Shabana,For Urdu films
Nigar Awards,Best actress,1976,Babra Sharif,,For Urdu films
Nigar Awards,Best Supporting Actor,1976,Qavi Khan,Aaj Aur Kal,For Urdu films
Nigar Awards,Best supporting actress,1976,Kaveeta,Society Girl,For Urdu films
Nigar Awards,Best musician,1976,M Ashraf,Shabana,For Urdu films
Nigar Awards,Best Lyricist,1976,Tasleem Fazli,Shabana,For Urdu films
Nigar Awards,Best cinematographer,1976,M. Hussain,Andaata,For Urdu films
Nigar Awards,Best playback female singer,1976,Noor Jahan,Aaj Aur Kal,For Urdu films
Nigar Awards,Best playback male singer,1976,Mehdi Hassan,Shabana,For Urdu films
Nigar Awards,Best Film editor,1976,A. Saeed,Society Girl,For Urdu films
Nigar Awards,Best art director,1976,Islam Shahabi,Waqt,For Urdu films
Nigar Awards,Best sound editor,1976,A.Z. Baig,Aaj Aur Kal,For Urdu films
Nigar Awards,Best comedian,1976,Lehri,Aaj Aur Kal,For Urdu films
Nigar Awards,Special award,1976,Roohi Bano,Insaan Aur Farishta,For Urdu films
Nigar Awards,Special award,1976,Sangeeta,Society Girl,For Urdu films
Nigar Awards,Best Film,1976,,Toofan,For Punjabi films
Nigar Awards,Best Director,1976,Hassan Askari,Toofan,For Punjabi films
Nigar Awards,Best script writer,1976,Nasir Adeeb,Toofan,For Punjabi films
Nigar Awards,Best actor,1976,Kamal,Jat Kurian Taun Darda,For Punjabi films
Nigar Awards,Best actress,1976,Neelo,Jat Kurian Taun Darda,For Punjabi films
Nigar Awards,Best musician,1976,Wajahat Attre,Jat Kurian Taun Darda,For Punjabi films
Nigar Awards,Best Film,1977,,Aaina,For Urdu films
Nigar Awards,Best Director,1977,Nazrul Islam,Aaina,For Urdu films
Nigar Awards,Best script writer,1977,Salma Kanwal,Mehmaan,For Urdu films
Nigar Awards,Best screenplay,1977,Bashir Niaz,Aaina,For Urdu films
Nigar Awards,Best actor,1977,Nadeem,Aaina,For Urdu films
Nigar Awards,Best actress,1977,Shabnam,Aaina,For Urdu films
Nigar Awards,Best Supporting Actor,1977,Rehan,Aaina,For Urdu films
Nigar Awards,Best supporting actress,1977,Tamanna,Bharosa,For Urdu films
Nigar Awards,Best musician,1977,Robin Ghosh,Aaina,For Urdu films
Nigar Awards,Best Lyricist,1977,Tasleem Fazli,Aaina,For Urdu films
Nigar Awards,Best cinematographer,1977,Afzal Chaudhary,Aaina,For Urdu films
Nigar Awards,Best playback female singer,1977,Mehnaz Begum,Salakhein,For Urdu films
Nigar Awards,Best playback male singer,1977,Mehdi Hassan,Aaina,For Urdu films
Nigar Awards,Best Film editor,1977,A. Saeed,Mehmaan,For Urdu films
Nigar Awards,Best art director,1977,Islam,Bharosa,For Urdu films
Nigar Awards,Best sound editor,1977,Sohail Najmi,Mehmaan,For Urdu films
Nigar Awards,Best comedian,1977,Nanha,Bharosa,For Urdu films
Nigar Awards,Special award,1977,Alamgir,Aaina,For Urdu films
Nigar Awards,Special award,1977,Shahzeb (child star),Aaina,For Urdu films
Nigar Awards,Best Film,1977,,Aj Diyan Kurrian,For Punjabi films
Nigar Awards,Best Director,1977,Waheed Dar,Jabroo,For Punjabi films
Nigar Awards,Best script writer,1977,S. Dar,Jabroo,For Punjabi films
Nigar Awards,Best actor,1977,Yousuf Khan,Jabroo,For Punjabi films
Nigar Awards,Best actress,1977,Aasia,Qanoon,For Punjabi films
Nigar Awards,Best musician,1977,Wajahat Attre,Aj Diyan Kurrian,For Punjabi films
Nigar Awards,Best Film,1978,,Mutthi Bhar Chawal,For Urdu films
Nigar Awards,Best Director,1978,Sangeeta,Mutthi Bhar Chawal,For Urdu films
Nigar Awards,Best script writer,1978,Riaz Shahid,Haider Ali,For Urdu films
Nigar Awards,Best Supporting Actress,1978,Shehla Gill,Mutthi Bhar Chawal,For Urdu films
Nigar Awards,Best screenplay,1978,Bashir Niaz,Amber,For Urdu films
Nigar Awards,Best actor,1978,Mohammad Ali,Haider Ali,For Urdu films
Nigar Awards,Best actress,1978,Sangeeta,Mutthi Bhar Chawal,For Urdu films
Nigar Awards,Best Supporting Actor,1978,Qavi Khan,Parakh,For Urdu films
Nigar Awards,Best supporting actress,1978,Nadia,Playboy,For Urdu films
Nigar Awards,Best musician,1978,Robin Ghosh,Amber,For Urdu films
Nigar Awards,Best Lyricist,1978,Kaleem Usmani,Zindagi,For Urdu films
Nigar Awards,Best cinematographer,1978,Kamran Mirza,Playboy,For Urdu films
Nigar Awards,Best playback female singer,1978,Mehnaz,Playboy,For Urdu films
Nigar Awards,Best playback male singer,1978,Ghulam Abbas,Maazi Haal Mustaqbil,For Urdu films
Nigar Awards,Best Film editor,1978,Z.A. Zulfi,Mutthi Bhar Chawal,For Urdu films
Nigar Awards,Best art director,1978,Habib Shah,Haider Ali,For Urdu films
Nigar Awards,Best sound editor,1978,Gulzar Ali,Awaz,For Urdu films
Nigar Awards,Best comedian,1978,Nanha,Playboy,For Urdu films
Nigar Awards,Special award,1978,Mumtaz,Haider Ali,For Urdu films
Nigar Awards,Special award,1978,Ghulam Mohiuddin,Maazi Haal Mustaqbil,For Urdu films
Nigar Awards,Best Film,1978,,Shola,For Punjabi films
Nigar Awards,Best Director,1978,Rehmat Ali,Shola,For Punjabi films
Nigar Awards,Best script writer,1978,K. Qadri,Ilm Deen Shaheed,For Punjabi films
Nigar Awards,Best actor,1978,Asif Khan,Shola,For Punjabi films
Nigar Awards,Best actress,1978,Najma,Shola,For Punjabi films
Nigar Awards,Best musician,1978,Akbar Amar Anthony,Wajahat Attre,For Punjabi films
Nigar Awards,Best Film,1979,,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best Director,1979,Masood Parvez,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best script writer,1979,Naseem Hijazi,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best screenplay,1979,Naseem Hijazi,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best actor,1979,Nadeem,Pakeeza,For Urdu films
Nigar Awards,Best actress,1979,Shabnam,Pakeeza,For Urdu films
Nigar Awards,Best Supporting Actor,1979,Mustafa Qureshi,Lal Aandhi,For Urdu films
Nigar Awards,Best supporting actress,1979,Aasia,Aag,For Urdu films
Nigar Awards,Best musician,1979,Nisar Bazmi,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best Lyricist,1979,Qateel Shifai,Aag,For Urdu films
Nigar Awards,Best cinematographer,1979,Masood-ur-Rehman,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best playback female singer,1979,Mehnaz Begum,Khushboo,For Urdu films
Nigar Awards,Best playback male singer,1979,A. Nayyar,Aag,For Urdu films
Nigar Awards,Best Film editor,1979,Ali,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best art director,1979,Haji Mohiuddin,Khaak Aur Khoon,For Urdu films
Nigar Awards,Best sound editor,1979,M. Saeed,Miss Hong Kong,For Urdu films
Nigar Awards,Best comedian,1979,Lehri,Naya andaaz,For Urdu films
Nigar Awards,Special award,1979,Ashar,Aag,For Urdu films
Nigar Awards,Special award,1979,Nazir Chan,Miss Hong Kong,For Urdu films
Nigar Awards,Best Film,1979,,Dubai Chalo,For Punjabi films
Nigar Awards,Best Director,1979,Haider Chaudhury,Dubai Chalo,For Punjabi films
Nigar Awards,Best script writer,1979,Riaz Batelvi,Dubai Chalo,For Punjabi films
Nigar Awards,Best Female Playback Singer,1979,Noor Jehan,Dubai Chalo,For Punjabi films
Nigar Awards,Best actor,1979,Ali Ejaz,Dubai Chalo,For Punjabi films
Nigar Awards,Best actress,1979,Mumtaz,Nizam Daku,For Punjabi films
Nigar Awards,Best musician,1979,Ustad Tafu,Dubai Chalo,For Punjabi films
Nigar Awards,Special Award,1979,Fatima Surayya Bajia,PTV,For television
Nigar Awards,Best Film,1980,,Saima,For Urdu films
Nigar Awards,Best Director,1980,Javed Fazil,Saima,For Urdu films
Nigar Awards,Best script writer,1980,Nazir Ajmeri,Saima,For Urdu films
Nigar Awards,Best screenplay,1980,Syed Noor,Saima,For Urdu films
Nigar Awards,Best actor,1980,Nadeem,Saima,For Urdu films
Nigar Awards,Best actress,1980,Shabnam,Hum Dono,For Urdu films
Nigar Awards,Best Supporting Actor,1980,Allauddin,Bandish,For Urdu films
Nigar Awards,Best supporting actress,1980,Bazgha,Saima,For Urdu films
Nigar Awards,Best musician,1980,Robin Ghosh,Bandish,For Urdu films
Nigar Awards,Best Lyricist,1980,Tasleem Fazli,Bandish,For Urdu films
Nigar Awards,Best cinematographer,1980,Kamran Mirza,Bandish,For Urdu films
Nigar Awards,Best playback female singer,1980,Mehnaz,Bandish,For Urdu films
Nigar Awards,Best playback male singer,1980,Akhlaq Ahmed,Bandish,For Urdu films
Nigar Awards,Best Film editor,1980,K.D. Mirza,Bandish,For Urdu films
Nigar Awards,Best art director,1980,Haji Mohiuddin,Zameer,For Urdu films
Nigar Awards,Best sound editor,1980,S. Afzal Hussain,Saima,For Urdu films
Nigar Awards,Best comedian,1980,Lehri,Saima,For Urdu films
Nigar Awards,Special award,1980,Diana Kristina,Bandish,For Urdu films
Nigar Awards,Special award,1980,Faisal Rehman,Nahin Abhi Nahin,For Urdu films
Nigar Awards,Best Film,1980,,Sohra Ta Javai,For Punjabi films
Nigar Awards,Best Director,1980,Haider Chaudhury,Sohra Ta Javai,For Punjabi films
Nigar Awards,Best script writer,1980,Syed Noor,Sohra Ta Javai,For Punjabi films
Nigar Awards,Best Female Playback Singer,1980,Noor Jehan,Sohra Ta Javai,For Punjabi films
Nigar Awards,Best actor,1980,Ali Ejaz,Sohra Ta Javai,For Punjabi films
Nigar Awards,Best actress,1980,Mumtaz,Sohra Ta Javai,For Punjabi films
Nigar Awards,Best musician,1980,Wajahat Attre,Do Toofan,For Punjabi films
Nigar Awards,Best Film,1981,,Qurbani,For Urdu films
Nigar Awards,Best Director,1981,Pervaiz Malik,Qurbani,For Urdu films
Nigar Awards,Best script writer,1981,T. Jamil,Kiran Aur Kali,For Urdu films
Nigar Awards,Best screenplay,1981,Amjad Islam,Qurbani,For Urdu films
Nigar Awards,Best actor,1981,Nadeem,Qurbani,For Urdu films
Nigar Awards,Best actress,1981,Shabnam,Qurbani,For Urdu films
Nigar Awards,Best Supporting Actor,1981,Faisal Rehman,Yeh Zamana Aur Hai,For Urdu films
Nigar Awards,Best supporting actress,1981,Shaista Qaiser,Kiran Aur Kali,For Urdu films
Nigar Awards,Best musician,1981,M. Ashraf,Qurbani,For Urdu films
Nigar Awards,Best Lyricist,1981,Masroor Anwar,Qurbani,For Urdu films
Nigar Awards,Best cinematographer,1981,Riaz Bukhari,Qurbani,For Urdu films
Nigar Awards,Best playback female singer,1981,Mehnaz,Qurbani,For Urdu films
Nigar Awards,Best playback male singer,1981,Ghulam Abbas,Qurbani,For Urdu films
Nigar Awards,Best Film editor,1981,Akbar Ali,Kaala Dhanda Goray Log,For Urdu films
Nigar Awards,Best art director,1981,Islam Shahabi,Manzil,For Urdu films
Nigar Awards,Best sound editor,1981,M. Hussain,Kiran Aur Kali,For Urdu films
Nigar Awards,Best comedian,1981,Jamil Fakhri,Yeh Zamana Aur Hai,For Urdu films
Nigar Awards,Special award,1981,Master Khurram,Qurbani,For Urdu films
Nigar Awards,Special award,1981,Noor Jahan,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1981,Sabiha Khanum,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1981,Shabab Kiranvi,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1981,Anwar Kamal Pasha,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1981,Sudhir,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1981,Aslam Pervaiz,for 30 years of excellence,For Urdu films
Nigar Awards,Best Film,1981,,Sher Khan,For Punjabi films
Nigar Awards,Best Director,1981,Yunus Malik,Sher Khan,For Punjabi films
Nigar Awards,Best script writer,1981,Nasir Adeeb,Chan Veryam,For Punjabi films
Nigar Awards,Best actor,1981,Mustafa Qureshi,Sher Khan,For Punjabi films
Nigar Awards,Best actress,1981,Anjuman,Sher Khan,For Punjabi films
Nigar Awards,Best musician,1981,Wajahat Attre,Sher Khan,For Punjabi films
Nigar Awards,Best Female Playback Singer,1981,Noor Jehan,Sher Khan,For Punjabi films
Nigar Awards,Best Producer,1981,Shehzad Khalil,PTV,For television
Nigar Awards,Best Film,1982,,Sangdil,For Urdu films
Nigar Awards,Best Director,1982,Hassan Tariq,,For Urdu films
Nigar Awards,Best script writer,1982,Syed Noor,,For Urdu films
Nigar Awards,Best screenplay,1982,A.S. Afaqi,Meharbani,For Urdu films
Nigar Awards,Best actor,1982,Nadeem,Sangdil,For Urdu films
Nigar Awards,Best actress,1982,Babra Sharif,,For Urdu films
Nigar Awards,Best Supporting Actor,1982,S. Hashmi,Naseeb,For Urdu films
Nigar Awards,Best supporting actress,1982,Sabiha Khanum,Sangdil,For Urdu films
Nigar Awards,Best musician,1982,Nisar Bazmi,Biwi Ho To Aisi,For Urdu films
Nigar Awards,Best Lyricist,1982,Masroor Anwar,,For Urdu films
Nigar Awards,Best cinematographer,1982,Kamran Mirza,Sangdil,For Urdu films
Nigar Awards,Best playback female singer,1982,Mehnaz,Biwi Ho To Aisi,For Urdu films
Nigar Awards,Best playback male singer,1982,Akhlaq Ahmed,Meharbani,For Urdu films
Nigar Awards,Best Film editor,1982,Asghar,Sangdil,For Urdu films
Nigar Awards,Best art director,1982,Islam Shahabi,,For Urdu films
Nigar Awards,Best sound editor,1982,M. Zafar,,For Urdu films
Nigar Awards,Best comedian,1982,Lehri,Biwi Ho To Aisi,For Urdu films
Nigar Awards,Special award,1982,Rangeela,Nauker Te Malik,For Urdu films
Nigar Awards,Special award,1982,Asha Posley,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1982,Meena Shorey,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1982,Nazir,for 30 years of excellence,For Urdu films
Nigar Awards,Special award,1982,Azad,for 30 years of excellence,For Urdu films
Nigar Awards,Best Film,1982,,Naukar Te Maalik,For Punjabi films
Nigar Awards,Best Director,1982,Hasnain,Naukar Te Maalik,For Punjabi films
Nigar Awards,Best script writer,1982,Bashir Niaz,Naukar Te Maalik,For Punjabi films
Nigar Awards,Best actor,1982,Ali Ejaz,Naukar Te Maalik,For Punjabi films
Nigar Awards,Best actress,1982,Anjuman,Do Bigha Zameen,For Punjabi films
Nigar Awards,Best musician,1982,Wajahat Attre,Do Bigha Zameen,For Punjabi films
Nigar Awards,Best Actress,1982,Shehnaz Sheikh,Ankahi,For television
Nigar Awards,Best Writer,1982,Haseena Moin,Ankahi,For television
Nigar Awards,Best Singer,1982,Tahira Syed,PTV,For television
Nigar Awards,Best Newscaster,1982,Arjumand Shaheen,PTV,For television
Nigar Awards,Best Documentary Film,1982,,Jangli Janwar,For television
Nigar Awards,Best Film,1983,,Dehleez,For Urdu films
Nigar Awards,Best Director,1983,Javed Fazil,,For Urdu films
Nigar Awards,Best script writer,1983,Syed Noor,,For Urdu films
Nigar Awards,Best screenplay,1983,A.S. Afaqi,Kabhi Alvida Na Kehna,For Urdu films
Nigar Awards,Best actor,1983,Nadeem,Dehleez,For Urdu films
Nigar Awards,Best actress,1983,Shabnam,Kabhi Alvida Na Kehna,For Urdu films
Nigar Awards,Best Supporting Actor,1983,Talat Hussain,Gumnaam,For Urdu films
Nigar Awards,Best supporting actress,1983,Bazgha,Tina,For Urdu films
Nigar Awards,Best musician,1983,Amjad Bobby,Kabhi Alvida Na Kehna,For Urdu films
Nigar Awards,Best Lyricist,1983,Saeed Gilani,,For Urdu films
Nigar Awards,Best cinematographer,1983,Pervaiz Khan,Dehleez,For Urdu films
Nigar Awards,Best playback female singer,1983,Mehnaz,Kabhi Alvida Na Kehna,For Urdu films
Nigar Awards,Best playback male singer,1983,Akhlaq Ahmed,Nadaani,For Urdu films
Nigar Awards,Best Film editor,1983,Asghar,Dehleez,For Urdu films
Nigar Awards,Best art director,1983,Haji Mohiuddin,,For Urdu films
Nigar Awards,Best sound editor,1983,M. Zafar,Love story,For Urdu films
Nigar Awards,Best comedian,1983,Nanna,,For Urdu films
Nigar Awards,Special award,1983,Master Shahbaz,Kabhi Alvida Na Kehna,For Urdu films
Nigar Awards,Best Film,1983,,Sona Chandi,For Punjabi films
Nigar Awards,Best Director,1983,Rangeela,Sona Chandi,For Punjabi films
Nigar Awards,Best script writer,1983,Rangeela,Sona Chandi,For Punjabi films
Nigar Awards,Best actor,1983,Mustafa Qureshi,Rustam Te Khan,For Punjabi films
Nigar Awards,Best actress,1983,Rani Begum,Sona Chandi,For Punjabi films
Nigar Awards,Best musician,1983,Wajahat Attre,Saab Ji,For Punjabi films
Nigar Awards,Best Female Playback Singer,1983,Noor Jehan,Sona Chandi,For Punjabi films
Nigar Awards,Special Award,1983,Sangeeta,Sona Chandi,For Punjabi films
Nigar Awards,Best Actor,1983,Noor Muhammad Lashari,Dewarein,For television
Nigar Awards,Best Writer,1983,Abdul Qadir Junaijo,Dewarein,For television
Nigar Awards,Best Singer,1983,Abida Parveen,PTV,For television
Nigar Awards,Best Newscaster,1983,Mahpara Safdar,PTV Khabarnama,For television
Nigar Awards,Best Film,1984,,Doorian,For Urdu films
Nigar Awards,Best Director,1984,Hassan Askari,Doorian,For Urdu films
Nigar Awards,Best script writer,1984,Bashir Niaz,Doorian,For Urdu films
Nigar Awards,Best screenplay,1984,Ali Afaqi,Kamyabi,For Urdu films
Nigar Awards,Best actor,1984,Nadeem,Lazawal,For Urdu films
Nigar Awards,Best actress,1984,Babra Sharif,Miss Colombo,For Urdu films
Nigar Awards,Best Supporting Actor,1984,Ghulam Mohiuddin,Lazawal,For Urdu films
Nigar Awards,Best supporting actress,1984,Sangeeta,Naam Mera Badnaam,For Urdu films
Nigar Awards,Best musician,1984,Robin Ghosh,Doorian,For Urdu films
Nigar Awards,Best Lyricist,1984,Masroor Anwar,Bobby,For Urdu films
Nigar Awards,Best cinematographer,1984,Kamran Mirza,Miss Colombo,For Urdu films
Nigar Awards,Best playback female singer,1984,Nayyara Noor,Doorian,For Urdu films
Nigar Awards,Best playback male singer,1984,Akhlaq Ahmed,Doorian,For Urdu films
Nigar Awards,Best Film editor,1984,K.D. Mirza,Miss Colombo,For Urdu films
Nigar Awards,Best art director,1984,Haji Mohiuddin,Doorian,For Urdu films
Nigar Awards,Best sound editor,1984,M. Zafar,Lazawal,For Urdu films
Nigar Awards,Best comedian,1984,Rangeela,Miss Colombo,For Urdu films
Nigar Awards,Special award,1984,Aslam Pervaiz,Miss Colombo,For Urdu films
Nigar Awards,Special award,1984,Mohammad Ali,Doorian and Bobby,For Urdu films
Nigar Awards,Best Film,1984,,Ishaq Nachaway Gali Gali,For Punjabi films
Nigar Awards,Best Director,1984,Aslam Daar,Ishaq Nachaway Gali Gali,For Punjabi films
Nigar Awards,Best script writer,1984,Saeed Sahli,Ishaq Nachaway Gali Gali,For Punjabi films
Nigar Awards,Best actor,1984,Ayaz Naik,Ishaq Nachaway Gali Gali,For Punjabi films
Nigar Awards,Best actress,1984,Durdana Rehman,Ishaq Nachaway Gali Gali,For Punjabi films
Nigar Awards,Best musician,1984,Kamal Ahmed,Ishaq Nachaway Gali Gali,For Punjabi films
Nigar Awards,Best Actress,1984,Bushra Ansari,Angan Terha,For television
Nigar Awards,Best Writer,1984,Anwar Maqsood,Angan Terha,For television
Nigar Awards,Best Singer,1984,Tahira Syed,PTV,For television
Nigar Awards,Best Actor,1984,Jameel Fakhri,Andhera Ujala,For television
Nigar Awards,Best Film,1985,,Naraz,For Urdu films
Nigar Awards,Best Director,1985,Javed Fazil,Naraz,For Urdu films
Nigar Awards,Best script writer,1985,Saeed Gilani,[Naraz]],For Urdu films
Nigar Awards,Best screenplay,1985,Hassan Imtesal,Jeenay Nahin Doon Gi,For Urdu films
Nigar Awards,Best actor,1985,Nadeem,Naraz,For Urdu films
Nigar Awards,Best actress,1985,Shabnam,Naraaz,For Urdu films
Nigar Awards,Best Supporting Actor,1985,Talat Hussain,Hum Se Hai Zamana,For Urdu films
Nigar Awards,Best supporting actress,1985,Samina Ahmed,Naraaz,For Urdu films
Nigar Awards,Best musician,1985,Kamal Ahmed,Jeenay Nahin Doon Gi,For Urdu films
Nigar Awards,Best Lyricist,1985,Khwaja Pervaiz,Direct Hawaldar,For Urdu films
Nigar Awards,Best cinematographer,1985,Jan Mohammad,Hong Kong Ke Sholay,For Urdu films
Nigar Awards,Best playback female singer,1985,Nahid Akhtar,Hum Se Hai Zamana,For Urdu films
Nigar Awards,Best playback male singer,1985,A. Nayyar,Jeenay Nahin Doon Gi,For Urdu films
Nigar Awards,Best Film editor,1985,Zulfi,Hong Kong Ke Sholay,For Urdu films
Nigar Awards,Best art director,1985,Islam Shahabi,Qismet,For Urdu films
Nigar Awards,Best sound editor,1985,Sohail Najmi,Hum Se Hai Zamana,For Urdu films
Nigar Awards,Best comedian,1985,Irfan Khoosat,Hum Se Hai Zamana,For Urdu films
Nigar Awards,Special award,1985,Saqi,For 30 years of excellence,For Urdu films
Nigar Awards,Special award,1985,Kaveeta,Jeenay Nahin Doon Gi,For Urdu films
Nigar Awards,Special award,1985,Faisal,Naraz,For Urdu films
Nigar Awards,Best foreign male performer,1985,Shiva,Hum Se Hai Zamana,For Urdu films
Nigar Awards,Best foreign female performer,1985,Rozina,Hum Se Hai Zamana,For Urdu films
Nigar Awards,Best Film,1985,,Dhee Rani,For Punjabi films
Nigar Awards,Best Director,1985,Altaf Hussain,Dhee Rani,For Punjabi films
Nigar Awards,Best script writer,1985,Bashir Niaz,Dhee Rani,For Punjabi films
Nigar Awards,Best actor,1985,Ghulam Mohiuddin,Wadera,For Punjabi films
Nigar Awards,Best actress,1985,Mumtaz,Dhee Rani,For Punjabi films
Nigar Awards,Best Supporting Actor,1985,Talish,Dhee Rani,For Punjabi films
Nigar Awards,Best supporting actress,1985,Arifa Siddiqui,Kismat,For Punjabi films
Nigar Awards,Best musician,1985,M. Ashraf,Dhee Rani,For Punjabi films
Nigar Awards,Best Drama,1985,,Ana,For television
Nigar Awards,Best Writer,1985,Fatima Surayya Bajia,Ana,For television
Nigar Awards,Best Actor,1985,Zulqarnain Haider,,For television
Nigar Awards,Best Newscaster (U),1985,Khalid Hameed,PTV,For television
Nigar Awards,Best Newscaster (E),1985,Shaista Zaid,PTV,For television
Nigar Awards,Best Compere,1985,Khushbakht Shujaat,Chehray,For television
Nigar Awards,Best Film,1986,,Hum Ek Hain,For Urdu films
Nigar Awards,Best Director,1986,Iqbal Kashmiri,Hum Ek Hain,For Urdu films
Nigar Awards,Best script writer,1986,Jaffar Arash,Hum Ek Hain,For Urdu films
Nigar Awards,Best screenplay,1986,Bashir Niaz and S. Sajid,Hum Ek Hain,For Urdu films
Nigar Awards,Best actor,1986,Nadeem,Faisla,For Urdu films
Nigar Awards,Best actress,1986,Babra Sharif,Miss Bangkok,For Urdu films
Nigar Awards,Best Supporting Actor,1986,Talat Hussain,Miss Bangkok,For Urdu films
Nigar Awards,Best supporting actress,1986,Arifa Siddiqui,Qatil Ki Talaash,For Urdu films
Nigar Awards,Best musician,1986,Nisar Bazmi,Hum Ek Hain,For Urdu films
Nigar Awards,Best Lyricist,1986,Habib Jalib,Hum Ek Hain,For Urdu films
Nigar Awards,Best cinematographer,1986,Sarwar Gul,Faisla,For Urdu films
Nigar Awards,Best playback female singer,1986,Humaira Channa,Hum Ek Hain,For Urdu films
Nigar Awards,Best playback male singer,1986,Akhlaq Ahmed,Qatil Ki Talaash,For Urdu films
Nigar Awards,Best Film editor,1986,K.D. Mirza,Faisla,For Urdu films
Nigar Awards,Best sound editor,1986,M. Saeed,Faisla,For Urdu films
Nigar Awards,Best comedian,1986,Rangeela,Baghi Qaidi,For Urdu films
Nigar Awards,Best foreign male performer,1986,Shiva,Hum Ek Hain,For Urdu films
Nigar Awards,Best foreign female performer,1986,Sabita,Ruby,For Urdu films
Nigar Awards,Best Film,1986,,Qismet,For Punjabi films
Nigar Awards,Best Director,1986,Haider Chaudhary,Qismet,For Punjabi films
Nigar Awards,Best script writer,1986,Nasir Adeeb,Ye Adam,For Punjabi films
Nigar Awards,Best actor,1986,Afzal Ahmad,Ye Adam,For Punjabi films
Nigar Awards,Best actress,1986,Anjuman,Qismet,For Punjabi films
Nigar Awards,Best musician,1986,M. Ashraf,Qismet,For Punjabi films
Nigar Awards,Best art director,1986,Jamal Saifi,Qismet,For Punjabi films
Nigar Awards,Best Producer,1986,Shehzad Khalil,Tanhaiyaan,For television
Nigar Awards,Best Actress,1986,Marina Khan,Tanhaiyaan,For television
Nigar Awards,Best Actor,1986,Abid Ali,Hazaron Raaste,For television
Nigar Awards,Best Writer,1986,Mustansar Hussain Tarar,Hazaron Raaste,For television
Nigar Awards,Best Newscaster (U),1986,Ishrat Fatima,PTV News,For television
Nigar Awards,Best Newscaster (E),1986,Jahan Ara Moeen,PTV News,For television
Nigar Awards,Best Film,1987,,Choron Ki Barat,For Urdu films
Nigar Awards,Best Director,1987,Iqbal Kashmiri,Choron Ki Barat,For Urdu films
Nigar Awards,Best script writer,1987,Amjad Islam Amjad,Choron Ki Barat,For Urdu films
Nigar Awards,Best screenplay,1987,Amjad Islam Amjad,Choron Ki Barat,For Urdu films
Nigar Awards,Best actor,1987,Nadeem,Choron Ki Barat,For Urdu films
Nigar Awards,Best actress,1987,Babra Sharif,Kundan,For Urdu films
Nigar Awards,Best Supporting Actor,1987,Abid Ali,Sonay Ki Talaash,For Urdu films
Nigar Awards,Best supporting actress,1987,Neeli,Qasam Munney Ki,For Urdu films
Nigar Awards,Best musician,1987,Kamal Ahmed,Kundan,For Urdu films
Nigar Awards,Best Lyricist,1987,Habib Jalib,Choron Ki Barat,For Urdu films
