year,ceremony,category,nominee,film,country,winner,source_url
2010,German Film Awards 2010,Best Director,When We Leave,When We Leave,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2010,German Film Awards 2010,Best Documentary Film,,The Heart of Jenin (Das Herz von Jenin),Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2010,German Film Awards 2010,Best Fiction Film,,The White Ribbon,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2011,German Film Awards 2011,Best Director,,Three,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2011,German Film Awards 2011,Best Director,Pina,Pina,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2011,German Film Awards 2011,Best Director,The Day I Was Not Born,The Day I Was Not Born,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2011,German Film Awards 2011,Best Documentary Film,,Pina,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2011,German Film Awards 2011,Best Fiction Film,,Vincent Wants to Sea,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2012,German Film Awards 2012,Best Director,,Stopped on Track,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2012,German Film Awards 2012,Best Director,Barbara,Barbara,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2012,German Film Awards 2012,Best Director,Hut in the Woods,Hut in the Woods,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2012,German Film Awards 2012,Best Documentary Film,,Gerhard Richter Painting,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2012,German Film Awards 2012,Best Fiction Film,,Stopped on Track,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2013,German Film Awards 2013,Best Director,,A Coffee in Berlin,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2013,German Film Awards 2013,Best Director,Cloud Atlas,Cloud Atlas,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2013,German Film Awards 2013,Best Director,Hannah Arendt,Hannah Arendt,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2013,German Film Awards 2013,Best Documentary Film,,More than Honey,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2013,German Film Awards 2013,Best Fiction Film,,A Coffee in Berlin,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2014,German Film Awards 2014,Best Director,,Home from Home,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2014,German Film Awards 2014,Best Director,Nothing Bad Can Happen,Nothing Bad Can Happen,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2014,German Film Awards 2014,Best Director,The Dark Valley,The Dark Valley,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2014,German Film Awards 2014,Best Documentary Film,,Beltracchi: The Art of Forgery (Beltracchi – Die Kunst der Fälschung),Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2014,German Film Awards 2014,Best Fiction Film,,Home from Home,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2015,German Film Awards 2015,Best Actress,Laia Costa,Victoria,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2015,German Film Awards 2015,Best Director,,Victoria,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2015,German Film Awards 2015,Best Director,Age of Cannibals,Age of Cannibals,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2015,German Film Awards 2015,Best Director,Beloved Sisters,Beloved Sisters,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2015,German Film Awards 2015,Best Director,Jack,Jack,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2015,German Film Awards 2015,Best Documentary Film,,Citizenfour,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2015,German Film Awards 2015,Best Fiction Film,,Victoria,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2016,German Film Awards 2016,Best Actress,Laura Tonke,Hedi Schneider Is Stuck,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2016,German Film Awards 2016,Best Director,,The People vs. Fritz Bauer,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2016,German Film Awards 2016,Best Director,Look Who's Back,Look Who's Back,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2016,German Film Awards 2016,Best Director,Stefan Zweig: Farewell to Europe,Stefan Zweig: Farewell to Europe,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2016,German Film Awards 2016,Best Documentary Film,,Above and Below,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2016,German Film Awards 2016,Best Fiction Film,,The People vs. Fritz Bauer,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2017,German Film Awards 2017,Best Actress,Sandra Hüller,Toni Erdmann,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2017,German Film Awards 2017,Best Director,,Toni Erdmann,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2017,German Film Awards 2017,Best Director,24 Weeks,24 Weeks,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2017,German Film Awards 2017,Best Director,The Bloom of Yesterday,The Bloom of Yesterday,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2017,German Film Awards 2017,Best Director,Wild,Wild,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2017,German Film Awards 2017,Best Documentary Film,,Cahier Africain,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2017,German Film Awards 2017,Best Fiction Film,,Toni Erdmann,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2018,German Film Awards 2018,Best Actress,Marie Bäumer,3 Days in Quiberon,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2018,German Film Awards 2018,Best Director,,3 Days in Quiberon,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2018,German Film Awards 2018,Best Director,In the Fade,In the Fade,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2018,German Film Awards 2018,Best Director,Western,Western,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2018,German Film Awards 2018,Best Documentary Film,,Beuys,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2018,German Film Awards 2018,Best Fiction Film,,3 Days in Quiberon,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2019,German Film Awards 2019,Best Actress,Susanne Wolff,Styx,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2019,German Film Awards 2019,Best Director,,Gundermann,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2019,German Film Awards 2019,Best Director,All About Me,All About Me,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2019,German Film Awards 2019,Best Director,Styx,Styx,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2019,German Film Awards 2019,Best Documentary Film,,Of Fathers and Sons,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2019,German Film Awards 2019,Best Fiction Film,,Gundermann,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2020,German Film Awards 2020,Best Actress,Helena Zengel,System Crasher,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2020,German Film Awards 2020,Best Director,,System Crasher,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2020,German Film Awards 2020,Best Director,Berlin Alexanderplatz,Berlin Alexanderplatz,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2020,German Film Awards 2020,Best Director,"I Was, I Am, I Will Be","I Was, I Am, I Will Be",Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2020,German Film Awards 2020,Best Documentary Film,,Born in Evin,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Documentary_Film
2020,German Film Awards 2020,Best Fiction Film,,System Crasher,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2021,German Film Awards 2021,Best Actress,Maren Eggert,I'm Your Man,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2021,German Film Awards 2021,Best Director,,I'm Your Man,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2021,German Film Awards 2021,Best Director,Fabian: Going to the Dogs,Fabian: Going to the Dogs,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2021,German Film Awards 2021,Best Director,Herr Bachmann und seine Klasse,Herr Bachmann und seine Klasse,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2021,German Film Awards 2021,Best Fiction Film,,I'm Your Man,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2022,German Film Awards 2022,Best Actress,Meltem Kaptan,Rabiye Kurnaz vs. George W. Bush,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2022,German Film Awards 2022,Best Director,,Dear Thomas,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2022,German Film Awards 2022,Best Director,Great Freedom,Great Freedom,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2022,German Film Awards 2022,Best Director,Rabiye Kurnaz vs. George W. Bush,Rabiye Kurnaz vs. George W. Bush,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2022,German Film Awards 2022,Best Fiction Film,,Dear Thomas,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2023,German Film Awards 2023,Best Actress,Leonie Benesch,The Teachers' Lounge,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2023,German Film Awards 2023,Best Director,,The Teachers' Lounge,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2023,German Film Awards 2023,Best Director,All Quiet on the Western Front,All Quiet on the Western Front,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2023,German Film Awards 2023,Best Director,Holy Spider,Holy Spider,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2023,German Film Awards 2023,Best Director,"Wann wird es endlich wieder so, wie es nie war","Wann wird es endlich wieder so, wie es nie war",Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2023,German Film Awards 2023,Best Fiction Film,,The Teachers' Lounge,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2024,German Film Awards 2024,Best Actress,Corinna Harfouch,Dying,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2024,German Film Awards 2024,Best Director,,In the Blind Spot,Germany,1,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2024,German Film Awards 2024,Best Director,Dying,Dying,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2024,German Film Awards 2024,Best Director,The Universal Theory,The Universal Theory,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Director
2024,German Film Awards 2024,Best Fiction Film,,Dying,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
2025,German Film Awards 2025,Best Actress,Liv Lisa Fries,"From Hilde, with Love",Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Actress_in_a_Leading_Role
2025,German Film Awards 2025,Best Fiction Film,,September 5,Germany,0,https://en.wikipedia.org/wiki/German_Film_Award_for_Best_Fiction_Film
