year,ceremony,category,nominee,film,country,winner,source_url
2003,London Critics Circle 2003,Screenwriter of the Year,Master and Commander: The Far Side of the World,John Collee and Peter Weir,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2004,London Critics Circle 2004,Actor of the Year,Jamie Foxx,Ray,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2004,London Critics Circle 2004,Actress of the Year,Imelda Staunton,Vera Drake,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2004,London Critics Circle 2004,British Actor of the Year,Daniel Craig,Enduring Love,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2004,London Critics Circle 2004,British Actress of the Year,Eternal Sunshine of the Spotless Mind,Clementine Kruczynski,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2004,London Critics Circle 2004,British Actress of the Year,Eva Birthistle,Ae Fond Kiss...,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2004,London Critics Circle 2004,British Actress of the Year,Dear Frankie,Lizzie,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2004,London Critics Circle 2004,British Actress of the Year,Ladies in Lavender,Ursula Widdington,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2004,London Critics Circle 2004,British Actress of the Year,My Summer of Love,Mona,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2004,London Critics Circle 2004,British Film of the Year,,Vera Drake,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2004,London Critics Circle 2004,Director of the Year,The Aviator°,Martin Scorsese,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2004,London Critics Circle 2004,Screenwriter of the Year,Eternal Sunshine of the Spotless Mind,Charlie Kaufman (2),,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2005,London Critics Circle 2005,Actor of the Year,Bruno Ganz,Downfall (Der Untergang),,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2005,London Critics Circle 2005,Actress of the Year,Naomi Watts,King Kong,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2005,London Critics Circle 2005,British Actor of the Year,Ralph Fiennes,The Constant Gardener,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2005,London Critics Circle 2005,British Actress of the Year,Rachel Weisz,The Constant Gardener,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2005,London Critics Circle 2005,British Actress of the Year,Keeping Mum,Gloria Goodfellow,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2005,London Critics Circle 2005,British Actress of the Year,Mrs. Henderson Presents,Laura Henderson,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2005,London Critics Circle 2005,British Actress of the Year,Pride & Prejudice,Elizabeth Bennet,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2005,London Critics Circle 2005,British Actress of the Year,Separate Lies,Anne Manning,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2005,London Critics Circle 2005,British Film of the Year,,The Constant Gardener,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2005,London Critics Circle 2005,Director of the Year,Brokeback Mountain≈,Ang Lee,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2005,London Critics Circle 2005,Screenwriter of the Year,Crash,Paul Haggis and Bobby Moresco,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2006,London Critics Circle 2006,Actor of the Year,Forest Whitaker,The Last King of Scotland,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2006,London Critics Circle 2006,Actress of the Year,Meryl Streep,The Devil Wears Prada,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2006,London Critics Circle 2006,British Actor of the Year,Toby Jones,Infamous,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2006,London Critics Circle 2006,British Actress of the Year,Helen Mirren,The Queen,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2006,London Critics Circle 2006,British Actress of the Year,Little Children,Sarah Pierce,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2006,London Critics Circle 2006,British Actress of the Year,London to Brighton,Kelly,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2006,London Critics Circle 2006,British Actress of the Year,Notes on a Scandal,Barbara Covett,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2006,London Critics Circle 2006,British Actress of the Year,Red Road,Jackie Morrison,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2006,London Critics Circle 2006,British Film of the Year,,The Queen,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2006,London Critics Circle 2006,Director of the Year,United 93°,Paul Greengrass,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2006,London Critics Circle 2006,Screenwriter of the Year,The Queen,Peter Morgan,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2007,London Critics Circle 2007,Actor of the Year,Daniel Day-Lewis,There Will Be Blood,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2007,London Critics Circle 2007,Actress of the Year,Marion Cotillard,La Vie en Rose (La môme),,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2007,London Critics Circle 2007,British Actor of the Year,James McAvoy,Atonement,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2007,London Critics Circle 2007,British Actress of the Year,Julie Christie,Away from Her,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2007,London Critics Circle 2007,British Actress of the Year,Atonement,Cecilia Tallis,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2007,London Critics Circle 2007,British Actress of the Year,Control,Deborah Curtis,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2007,London Critics Circle 2007,British Actress of the Year,Interview,Katya,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2007,London Critics Circle 2007,British Actress of the Year,Sweeney Todd: The Demon Barber of Fleet Street,Nellie Lovett,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2007,London Critics Circle 2007,British Film of the Year,,Control,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2007,London Critics Circle 2007,Director of the Year,There Will Be Blood°,Paul Thomas Anderson,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2007,London Critics Circle 2007,Screenwriter of the Year,The Lives of Others,Florian Henckel von Donnersmarck,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2008,London Critics Circle 2008,Actor of the Year,Mickey Rourke,The Wrestler,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2008,London Critics Circle 2008,Actress of the Year,Kate Winslet,The Reader,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2008,London Critics Circle 2008,Actress of the Year,April Wheeler,April Wheeler,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2008,London Critics Circle 2008,British Actor of the Year,Michael Fassbender,Hunger,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2008,London Critics Circle 2008,British Actress of the Year,Kristin Scott Thomas,I've Loved You So Long,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2008,London Critics Circle 2008,British Actress of the Year,Happy-Go-Lucky,"Pauline ""Poppy"" Cross",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2008,London Critics Circle 2008,British Actress of the Year,Julia,Julia,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2008,London Critics Circle 2008,British Actress of the Year,The Reader and Revolutionary Road,Hanna Schmitz and April Wheeler,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2008,London Critics Circle 2008,British Actress of the Year,Vicky Cristina Barcelona,Vicky,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2008,London Critics Circle 2008,British Film of the Year,,Slumdog Millionaire,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2008,London Critics Circle 2008,Director of the Year,The Curious Case of Benjamin Button°,David Fincher,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2008,London Critics Circle 2008,Screenwriter of the Year,Slumdog Millionaire,Simon Beaufoy,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2009,London Critics Circle 2009,Actor of the Year,Christoph Waltz,Inglourious Basterds,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2009,London Critics Circle 2009,Actress of the Year,Mo'Nique ¥,Precious,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2009,London Critics Circle 2009,British Actor of the Year,Colin Firth,A Single Man,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2009,London Critics Circle 2009,British Actress of the Year,Carey Mulligan,An Education,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2009,London Critics Circle 2009,British Actress of the Year,Fish Tank,Mia Williams,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2009,London Critics Circle 2009,British Actress of the Year,Nowhere Boy,Mimi Smith,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2009,London Critics Circle 2009,British Actress of the Year,The Last Station,Sophia Tolstaya,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2009,London Critics Circle 2009,British Actress of the Year,The Young Victoria,Queen Victoria,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2009,London Critics Circle 2009,British Film of the Year,,Fish Tank,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2009,London Critics Circle 2009,Director of the Year,The Hurt Locker≈,Kathryn Bigelow,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2009,London Critics Circle 2009,Screenwriter of the Year,In the Loop,"Jesse Armstrong, Simon Blackwell, Armando Iannucci, and Tony Roche",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2010,London Critics Circle 2010,Actor of the Year,Colin Firth,The King's Speech,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2010,London Critics Circle 2010,Actress of the Year,Annette Bening,The Kids Are All Right,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2010,London Critics Circle 2010,British Actor of the Year,Christian Bale,The Fighter,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2010,London Critics Circle 2010,British Actress of the Year,Lesley Manville,Another Year,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2010,London Critics Circle 2010,British Actress of the Year,Another Year,Gerri Hepple,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2010,London Critics Circle 2010,British Actress of the Year,Barney's Version,Miriam Grant,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2010,London Critics Circle 2010,British Actress of the Year,I Am Love,Emma Recchi,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2010,London Critics Circle 2010,British Actress of the Year,The King's Speech,Queen Elizabeth,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2010,London Critics Circle 2010,British Film of the Year,,The King's Speech,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2010,London Critics Circle 2010,Director of the Year,The Social Network°,David Fincher,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2010,London Critics Circle 2010,Screenwriter of the Year,The Social Network,Aaron Sorkin,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2011,London Critics Circle 2011,Actor of the Year,Jean Dujardin,The Artist,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2011,London Critics Circle 2011,Actress of the Year,Anna Paquin,Margaret,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2011,London Critics Circle 2011,Actress of the Year,The Iron Lady,Margaret Thatcher,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2011,London Critics Circle 2011,British Actor of the Year,Michael Fassbender,A Dangerous Method and Shame,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2011,London Critics Circle 2011,British Actress of the Year,Olivia Colman,The Iron Lady and Tyrannosaur,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2011,London Critics Circle 2011,British Actress of the Year,Anonymous and Coriolanus,Elizabeth I and Volumnia,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2011,London Critics Circle 2011,British Actress of the Year,Drive and Shame,Irene Gabriel and Sissy Sullivan,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2011,London Critics Circle 2011,British Actress of the Year,The Deep Blue Sea,Hester Collyer,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2011,London Critics Circle 2011,British Actress of the Year,We Need to Talk About Kevin,Eva Khatchadourian,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2011,London Critics Circle 2011,British Film of the Year,,We Need to Talk About Kevin,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2011,London Critics Circle 2011,Director of the Year,The Artist≈,Michel Hazanavicius,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2011,London Critics Circle 2011,Screenwriter of the Year,A Separation,Asghar Farhadi,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2011,London Critics Circle 2011,Supporting Actor of the Year,Kenneth Branagh,My Week with Marilyn,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2011,London Critics Circle 2011,Supporting Actress of the Year,Sareh Bayat,A Separation,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2012,London Critics Circle 2012,Actor of the Year,Joaquin Phoenix,The Master,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2012,London Critics Circle 2012,Actress of the Year,Emmanuelle Riva,Amour,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2012,London Critics Circle 2012,British Actor of the Year,Toby Jones,Berberian Sound Studio,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2012,London Critics Circle 2012,British Actress of the Year,Andrea Riseborough,Shadow Dancer,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2012,London Critics Circle 2012,British Actress of the Year,Hitchcock,Alma Reville,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2012,London Critics Circle 2012,British Actress of the Year,Looper and Your Sister's Sister,Sara and Iris,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2012,London Critics Circle 2012,British Actress of the Year,Sightseers,Tina,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2012,London Critics Circle 2012,British Actress of the Year,The Best Exotic Marigold Hotel and Skyfall,Evelyn Greenslade and M,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2012,London Critics Circle 2012,British Film of the Year,,Berberian Sound Studio,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2012,London Critics Circle 2012,Director of the Year,Life of Pi≈,Ang Lee,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2012,London Critics Circle 2012,Screenwriter of the Year,Amour,Michael Haneke,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2012,London Critics Circle 2012,Supporting Actor of the Year,Philip Seymour Hoffman,The Master,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2012,London Critics Circle 2012,Supporting Actress of the Year,Anne Hathaway,Les Misérables,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2013,London Critics Circle 2013,Actor of the Year,Chiwetel Ejiofor,12 Years a Slave,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2013,London Critics Circle 2013,Actress of the Year,Cate Blanchett,Blue Jasmine,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2013,London Critics Circle 2013,British Actor of the Year,James McAvoy,"Filth, Trance, and Welcome to the Punch",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2013,London Critics Circle 2013,British Actress of the Year,Judi Dench,Philomena,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2013,London Critics Circle 2013,British Actress of the Year,"About Time, Last Passenger and Le Week-End","Mary Lake, Elaine Middleton and Meg Burrows",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2013,London Critics Circle 2013,British Actress of the Year,Beautiful Creatures and Saving Mr. Banks,Mavis Lincoln / Sarafine Duchannes and P. L. Travers,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2013,London Critics Circle 2013,British Actress of the Year,Blue Jasmine,Ginger,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2013,London Critics Circle 2013,British Actress of the Year,Mandela: Long Walk to Freedom,Winnie Madikizela,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2013,London Critics Circle 2013,British Film of the Year,,The Selfish Giant,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2013,London Critics Circle 2013,Director of the Year,Gravity≈,Alfonso Cuarón,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2013,London Critics Circle 2013,Screenwriter of the Year,Inside Llewyn Davis,Joel Coen and Ethan Coen (3),,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2013,London Critics Circle 2013,Supporting Actor of the Year,Barkhad Abdi,Captain Phillips,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2013,London Critics Circle 2013,Supporting Actress of the Year,Lupita Nyong'o,12 Years a Slave,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2014,London Critics Circle 2014,Actor of the Year,Michael Keaton,Birdman,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2014,London Critics Circle 2014,Actress of the Year,Julianne Moore,Still Alice,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2014,London Critics Circle 2014,British Actor of the Year,Timothy Spall,Mr. Turner,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2014,London Critics Circle 2014,British Actress of the Year,Rosamund Pike,Gone Girl and What We Did on Our Holiday,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2014,London Critics Circle 2014,British Actress of the Year,Belle,Dido Elizabeth Belle,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2014,London Critics Circle 2014,British Actress of the Year,Edge of Tomorrow and Into the Woods,Rita Vrataski and the Baker's Wife,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2014,London Critics Circle 2014,British Actress of the Year,"The Imitation Game, Begin Again and Say When","Joan Clarke, Gretta James and Megan Burch",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2014,London Critics Circle 2014,British Actress of the Year,The Theory of Everything,Jane Wilde,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2014,London Critics Circle 2014,British Film of the Year,,Under the Skin,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2014,London Critics Circle 2014,Director of the Year,Boyhood°,Richard Linklater,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2014,London Critics Circle 2014,Screenwriter of the Year,The Grand Budapest Hotel,Wes Anderson,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2014,London Critics Circle 2014,Supporting Actor of the Year,J. K. Simmons,Whiplash,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2014,London Critics Circle 2014,Supporting Actress of the Year,Patricia Arquette,Boyhood,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2015,London Critics Circle 2015,Actor of the Year,Tom Courtenay,45 Years,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2015,London Critics Circle 2015,Actress of the Year,Charlotte Rampling,45 Years,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2015,London Critics Circle 2015,British Actor of the Year,Tom Hardy,"Legend, London Road, Mad Max: Fury Road, and The Revenant",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2015,London Critics Circle 2015,British Actress of the Year,Saoirse Ronan,Brooklyn and Lost River,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2015,London Critics Circle 2015,British Actress of the Year,45 Years and The Forbidden Room,Kate Mercer and the Ostler's Mother,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2015,London Critics Circle 2015,British Actress of the Year,Far from the Madding Crowd and Suffragette,Bathsheba Everdene and Maud Watts,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2015,London Critics Circle 2015,British Actress of the Year,Sicario,Kate Macer,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2015,London Critics Circle 2015,British Actress of the Year,"The Dressmaker, A Little Chaos, and Steve Jobs","Myrtle ""Tilly"" Dunnage, Sabine de Barra, and Joanna Hoffman",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2015,London Critics Circle 2015,British Film of the Year,,45 Years,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2015,London Critics Circle 2015,Director of the Year,Mad Max: Fury Road°,George Miller,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2015,London Critics Circle 2015,Screenwriter of the Year,Spotlight,Tom McCarthy and Josh Singer,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2015,London Critics Circle 2015,Supporting Actor of the Year,Mark Rylance,Bridge of Spies,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2015,London Critics Circle 2015,Supporting Actress of the Year,Kate Winslet,Steve Jobs,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2016,London Critics Circle 2016,Actor of the Year,Casey Affleck,Manchester by the Sea,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2016,London Critics Circle 2016,Actress of the Year,Isabelle Huppert,Things to Come,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2016,London Critics Circle 2016,British Actor of the Year,Andrew Garfield,Hacksaw Ridge and Silence,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2016,London Critics Circle 2016,British Actress of the Year,Kate Beckinsale,Love and Friendship,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2016,London Critics Circle 2016,British Actress of the Year,Christine,Christine Chubbuck,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
